score,title,year,authors,doi,url,type,databases,queries
4,Future Trends in Agentic AI for Financial Auditing,2026,Venkatasubramanian Ganapathy,10.59231/sari7949,https://www.semanticscholar.org/paper/263735de3bc30fa7fa616e9c046973f38ef2be1a,JournalArticle,Semantic Scholar,assurance case autonomous AI agent
4,Governance-in-the-Loop: Runtime Policy Enforcement for Autonomous and Distributed AI Systems,2026,Ayush Jain,10.63282/3050-9416.ijaibdcms-v7i2p114,https://doi.org/10.63282/3050-9416.ijaibdcms-v7i2p114,journal-article,Crossref,AI agent runtime governance policy actions
4,Human Oversight for AI-Generated Test Artifacts,2026,Andrew Pollner,10.61278/itea.47.2.1008,https://doi.org/10.61278/itea.47.2.1008,journal-article,Crossref,human oversight AI generated code review
4,Human Oversight in the AI Act: From Legal Obligation to Operational Safeguards for Fundamental Rights,2026,Silvia Trapani; Nicole Inverardi; Ilaria Penco; Manuela Zaidan,10.5220/0014300100004052,https://doi.org/10.5220/0014300100004052,proceedings-article,Crossref,operational ontology decision rights AI agents
4,Image processing and AI techniques for climate change detection using remote sensing: a comprehensive review,2026,Anirudh Agarwal; Shreya Kumar; G.K. Rajini; Indragandhi Vairavasundaram,https://doi.org/10.3389/frai.2026.1814362,https://doi.org/10.3389/frai.2026.1814362,article,OpenAlex,AI model configuration management baseline revalidation
4,Improving AI literacy reduces anxiety and enhances nurses’ acceptance of AI,2026,Abdulqadir J Nashwan,10.1136/ebnurs-2026-104563,https://doi.org/10.1136/ebnurs-2026-104563,journal-article,Crossref,AI coding agent reviewability acceptance evidence
4,Operational Assurance and Continuous Improvement,2026,Simon Liu,10.1007/978-981-95-6184-1_14,https://doi.org/10.1007/978-981-95-6184-1_14,book-chapter,Crossref,continuous assurance AI systems revalidation
4,"Proportionate Governance in Practice An IDEA-CRUS-T Framework for Risk-Tiered, Runtime-Governed AI Systems in Financial Services",2026,Satyaki Ghosh Dastidar,10.2139/ssrn.7075038,https://doi.org/10.2139/ssrn.7075038,posted-content,Crossref,AI agent runtime governance policy actions
4,Review on tsunami research and risk mitigation: from prediction models to resilient coastal communities,2026,Tianxing Ma; liangxu shen; Zejian Chen; Dongfang Liang,https://doi.org/10.1038/s44304-026-00195-7,https://doi.org/10.1038/s44304-026-00195-7,article,OpenAlex,AI model configuration management baseline revalidation
4,Runtime Governance vs. Development Governance: Why Runtime Interception Is Not Decision Behavior Governance,2026,Spark Tsai,10.2139/ssrn.6341359,https://doi.org/10.2139/ssrn.6341359,posted-content,Crossref,AI agent runtime governance policy actions
4,Self-evolving Agent,2026,Xin Wang; Tongtong Feng; Huaping Liu; Wenwu Zhu,10.1007/978-981-95-7750-7_6,https://doi.org/10.1007/978-981-95-7750-7_6,book-chapter,Crossref,evidence self-authorship AI agent
4,The Evaluator as Specimen: An Observational Study of Large Language Model Scoring Behavior Using a Contested Preprint as Stimulus,2026,William C. Houze,10.2139/ssrn.7096138,https://doi.org/10.2139/ssrn.7096138,posted-content,Crossref,generator evaluator collusion language model
4,Tracing Bias Origin and Predicting Bias Emergence Across AI Platforms via Cryptographic Provenance Graphs and Neural Granger Causal Consensus,2026,Jamel Robinson,10.2139/ssrn.6329141,https://doi.org/10.2139/ssrn.6329141,posted-content,Crossref,AI agent execution provenance evidence tracing
4,Traffic Incident Impact Prediction Using Machine Learning and Explainable AI: Evidence from Istanbul,2026,Adem Korkmaz; Ufuk Çelik; Vedat Tümen,https://doi.org/10.3390/electronics15061162,https://doi.org/10.3390/electronics15061162,article,OpenAlex,AI model configuration management baseline revalidation
4,Weak Formalization of Semantic Constraints: AI Runtime Governance for Industrial AI,2026,Fei Xu,10.2139/ssrn.6925740,https://doi.org/10.2139/ssrn.6925740,posted-content,Crossref,AI agent runtime governance policy actions
4,When teachers build the bot: Student acceptance of teacher-authored AI chatbots in upper-secondary education,2026,Mandana York; Sabine Seufert,10.2139/ssrn.6818370,https://doi.org/10.2139/ssrn.6818370,posted-content,Crossref,actor authored evidence acceptance gate
4,corteza: AI Agent Runtime,2026,Troy Hernandez,10.32614/cran.package.corteza,https://doi.org/10.32614/cran.package.corteza,dataset,Crossref,AI agent runtime governance policy actions
4,A multi-dimensional evaluation model for power enterprise procurement performance based on fuzzy analytic hierarchy process and TOPSIS integration,2025,Haigang Zhao; Shugui Song; Xiaoqing Lv; Yu Bao,https://doi.org/10.1038/s41598-025-25042-z,https://doi.org/10.1038/s41598-025-25042-z,article,OpenAlex,AI model configuration management baseline revalidation
4,A multi-year grey literature review on AI-assisted test automation,2025,Filippo Ricca; Alessandro Marchetto; Andrea Stocco,10.1016/j.infsof.2025.107799,https://doi.org/10.1016/j.infsof.2025.107799,journal-article,Crossref,AI-assisted software assurance independent review
4,AI Agent - defining the next era of intelligent agents,2025,Hao Li,10.20517/aiagent.2025.01,https://doi.org/10.20517/aiagent.2025.01,journal-article,Crossref,AI coding agent reviewability acceptance evidence
4,"AI Agents vs. Agentic AI: A Conceptual Taxonomy, Applications and Challenges",2025,Ranjan Sapkota; Konstantinos I. Roumeliotis; Manoj Karkee,https://doi.org/10.70777/si.v2i3.15161,https://doi.org/10.70777/si.v2i3.15161,article,OpenAlex,solver verifier independence AI
4,AI Enhanced Configuration Management Preventing System Misconfigurations,2025,Ravikumar Perumallaplli,10.2139/ssrn.5228617,https://doi.org/10.2139/ssrn.5228617,journal-article,Crossref,AI model configuration management baseline revalidation
4,AI and Related Technologies in the Fields of Smart Agriculture: A Review,2025,Fotis Assimakopoulos; Costas Vassilakis; Dionisis Margaris; Konstantinos Kotis; Dimitris Spiliotopoulos,https://doi.org/10.3390/info16020100,https://doi.org/10.3390/info16020100,article,OpenAlex,separation of duties AI engineering agents
4,AI as a Statistical Verifier for NP Problems: Introducing the NP_p Complexity Class,2025,Netanel Ulitszky,10.31219/osf.io/p5huy_v2,https://doi.org/10.31219/osf.io/p5huy_v2,posted-content,Crossref,solver verifier independence AI
4,AI as a Statistical Verifier for NP Problems: Introducing the NP_p Complexity Class,2025,Netanel Ulitszky,10.31219/osf.io/p5huy_v1,https://doi.org/10.31219/osf.io/p5huy_v1,posted-content,Crossref,solver verifier independence AI
4,"AI, agentic models and lab automation for scientific discovery — the beginning of scAInce",2025,Thomas Hartung,https://doi.org/10.3389/frai.2025.1649155,https://doi.org/10.3389/frai.2025.1649155,article,OpenAlex,AI agent execution provenance evidence tracing
4,AI-Based Personalized Dance Training and Health Management: Model Design and Empirical Evaluation,2025,Tingting Zhang; Hanhua Chen; Weinan Li,10.66033/jmpr2025-208,https://www.semanticscholar.org/paper/871255c87a2ece28ff23fe3f7be2920811d5537b,JournalArticle,Semantic Scholar,AI model configuration management baseline revalidation
4,AI-Enhanced Infrastructure as Code (IaC) for Smart Configuration Management,2025,Chhaya Gunawat; Atul Khanna,10.2139/ssrn.5202062,https://doi.org/10.2139/ssrn.5202062,posted-content,Crossref,AI model configuration management baseline revalidation
4,AI-Enhanced Infrastructure as Code (IaC) for Smart Configuration Management,2025,chhaya gunawat; Atul Khanna,10.2139/ssrn.5225391,https://doi.org/10.2139/ssrn.5225391,posted-content,Crossref,AI model configuration management baseline revalidation
4,"AI-Powered Educational Agents: Opportunities, Innovations, and Ethical Challenges",2025,Diana‐Margarita Córdova‐Esparza,https://doi.org/10.3390/info16060469,https://doi.org/10.3390/info16060469,article,OpenAlex,AI agent execution provenance evidence tracing
4,Agent-Based Generative AI Model for Cost-Aware Automation in Machine Learning Pipelines,2025,A. Sindhu; S. Arumugam,10.1109/ACCESS.2025.3635613,https://www.semanticscholar.org/paper/db954c988e337de2bd27bde3125745070b379037,JournalArticle,Semantic Scholar,AI model configuration management baseline revalidation
4,Agentic AI,2025,"Huang, Ken",https://doi.org/10.1007/978-3-031-90026-6,https://doi.org/10.1007/978-3-031-90026-6,book,OpenAlex,AI agent runtime governance policy actions
4,Automated Test Case Generation in a Real-World System Using a Customized AI Agent: An Experience Report,2025,G. Lima; Diógenes Silva; Carlos Mar; D. Coronel,10.5753/sbqs.2025.15010,https://www.semanticscholar.org/paper/86559ba6c3e380a0cb88dff6d53ae5e0788b8814,JournalArticle,Semantic Scholar,assurance case autonomous AI agent
4,Building AI Agents for Autonomous Decision-Making,2025,Velmurugan R.; Bhuvaneswari R.; Joji Abey,10.4018/979-8-3373-2008-3.ch006,https://doi.org/10.4018/979-8-3373-2008-3.ch006,book-chapter,Crossref,operational ontology decision rights AI agents
4,Case Use Demonstration and Superior Image Generation Capabilities of Eli5a: An Autonomous Superintelligent AI Agent for Simplifying Scientific Research for the General Public,2025,Ahmed S. Sultan,10.62891/a1791016,https://doi.org/10.62891/a1791016,posted-content,Crossref,assurance case autonomous AI agent
4,"Decision letter for ""Designing AI-Agents with Personalities: A Psychometric Approach""",2025,,10.1177/27000710251406471/v3/decision1,https://doi.org/10.1177/27000710251406471/v3/decision1,peer-review,Crossref,operational ontology decision rights AI agents
4,"Decision letter for ""Designing AI-Agents with Personalities: A Psychometric Approach""",2025,,10.1177/27000710251406471/v1/decision1,https://doi.org/10.1177/27000710251406471/v1/decision1,peer-review,Crossref,operational ontology decision rights AI agents
4,"Decision letter for ""Designing AI-Agents with Personalities: A Psychometric Approach""",2025,,10.1177/27000710251406471/v4/decision1,https://doi.org/10.1177/27000710251406471/v4/decision1,peer-review,Crossref,operational ontology decision rights AI agents
4,"Decision letter for ""Designing AI-Agents with Personalities: A Psychometric Approach""",2025,,10.1177/27000710251406471/v2/decision1,https://doi.org/10.1177/27000710251406471/v2/decision1,peer-review,Crossref,operational ontology decision rights AI agents
4,Dual-Mode AI Orchestration: Intelligent Coordination Mode Selection for Multi-Agent Systems,2025,Erik Bernath,10.2139/ssrn.5393186,https://doi.org/10.2139/ssrn.5393186,posted-content,Crossref,common mode failure multi-agent verification
4,Dynamic Delegation: Experimentation Cycles and Forward-Reverse Stopping Contracts,2025,Liang Zhong; Zixian Liu,10.2139/ssrn.5348749,https://doi.org/10.2139/ssrn.5348749,posted-content,Crossref,software delegation contracts coding agents
4,"ENGINEERING ROBUST AI PRODUCTS THROUGH CONTINUOUS QUALITY ASSURANCE: A FRAMEWORK FOR TESTING, MONITORING, AND VALIDATION OF ADAPTIVE LIVE LEARNING AI/ML SYSTEMS IN DYNAMIC PRODUCTION ENVIRONMENTS",2025,Savi Grover,10.12732/ijam.v38i2s.710,https://doi.org/10.12732/ijam.v38i2s.710,journal-article,Crossref,continuous assurance AI systems revalidation
4,Effective and reflective assurance for AI-based autonomy,2025,Simon Burton; Jie Zou; Sepeedeh Roudposhti,10.65391/r3339,https://doi.org/10.65391/r3339,proceedings-article,Crossref,continuous assurance AI systems revalidation
4,"Embedding AI in ESG-Financial Reporting Systems to Enhance Non-Financial Disclosure Integrity, Assurance, and Investor Decision Relevance",2025,Tomiwa Gabriel Majekodunmi,https://doi.org/10.55248/gengpi.6.0625.22101,https://doi.org/10.55248/gengpi.6.0625.22101,article,OpenAlex,continuous assurance AI systems revalidation
4,"Engineering Risk-Aware, Security-by-Design Frameworks for Assurance of Large-Scale Autonomous AI Models",2025,K. Tallam,10.48550/arXiv.2505.06409,https://www.semanticscholar.org/paper/f82335f4c3f9f99e8f7266173f08faa7e0d4bcd2,JournalArticle,Semantic Scholar,assurance case autonomous AI agent
4,Enhancing Runway Configuration Assistant Model: The Role of Explainable AI for Model Interpretability,2025,Nina Ebensperger; Pouria Razzaghi; Peng Wei; Krishna Kalyanam,10.2514/6.2025-3517,https://www.semanticscholar.org/paper/b73340422f5cbc8f6516f52f379fad4cf04ea2e3,,Semantic Scholar,AI model configuration management baseline revalidation
4,Ensuring Quality in AI-Generated MCQs: The Critical Roles of Human Oversight and Psychometric Analysis,2025,Himel Mondal,10.1007/s40670-025-02428-2,https://doi.org/10.1007/s40670-025-02428-2,journal-article,Crossref,human oversight AI generated code review
4,"Evolution of AI Agent Registry Solutions: Centralized, Enterprise, and Distributed Approaches",2025,Aditi Singh; Abul Ehtesham; Mahesh Lambe; Jared James Grogan; Abhishek Singh; Saket Kumar; Luca Muscariello; Vijoy Pandey,10.1109/CogMI67134.2025.00067,https://www.semanticscholar.org/paper/d5bd21a3c0bf730f7f67444bbbada974ee88063c,JournalArticle;Conference,Semantic Scholar,assurance case autonomous AI agent
4,"Explainable deep learning techniques for wind speed forecasting in coastal areas: Integrating model configuration, regularization, early stopping, and SHAP analysis",2025,Ahmet Durap,10.1007/s00521-025-11433-w,https://www.semanticscholar.org/paper/298e32208240ff9025294ed25148da12901fcf64,JournalArticle,Semantic Scholar,AI model configuration management baseline revalidation
4,"GEOAI editorial volume 4: Revolutionizing geotechnical solutions through autonomous, agent-driven AI",2025,Stephen Wu,10.1016/j.geoai.2025.100023,https://doi.org/10.1016/j.geoai.2025.100023,journal-article,Crossref,assurance case autonomous AI agent
4,Generator-Verifier Separation as a Necessary Condition for Auditable AI Systems,2025,Edward Meyman,10.2139/ssrn.5825662,https://doi.org/10.2139/ssrn.5825662,posted-content,Crossref,solver verifier independence AI
4,Human Rights Risks of Autonomous AI Agents,2025,Talita Dias,10.1109/ica67499.2025.00055,https://doi.org/10.1109/ica67499.2025.00055,proceedings-article,Crossref,operational ontology decision rights AI agents
4,Integration of Digital Cytology in Quality Assurance Programs for Cytopathology,2025,Yosep Chong; María Jesús Fernández‐Aceñero; Zaibo Li; Andrey Bychkov,https://doi.org/10.1159/000547486,https://doi.org/10.1159/000547486,article,OpenAlex,continuous assurance AI systems revalidation
4,KubeSecOps: Continuous Security Assurance in Kubernetes-Based DevSecOps Pipelines for AI Workloads,2025,Radhakrishnan Krishna Kripa,10.1109/adacis65663.2025.11436334,https://doi.org/10.1109/adacis65663.2025.11436334,proceedings-article,Crossref,continuous assurance AI systems revalidation
4,MDM Configuration Baseline - Saudi Arabian Regulatory Specifics,2025,Mohammed Mostafa,10.2139/ssrn.5375515,https://doi.org/10.2139/ssrn.5375515,posted-content,Crossref,AI model configuration management baseline revalidation
4,Nutrishelf AI: an Intelligent Diet Generator for Personalized Recipe Generator and Nutrition Evaluator,2025,A. Srinivasan; N. Sanjai; K. Hariharan,10.1109/icinvents64613.2025.11401408,https://doi.org/10.1109/icinvents64613.2025.11401408,proceedings-article,Crossref,generator evaluator collusion language model
4,"Rankers, Judges, and Assistants: Towards Understanding the Interplay of LLMs in Information Retrieval Evaluation",2025,Krisztian Balog; Donald Metzler; Zhen Qin,https://doi.org/10.1145/3726302.3730348,https://doi.org/10.1145/3726302.3730348,conference-paper,OpenAlex,grader hacking reward hacking evaluator manipulation agent
4,"Review of: ""An Empirical Study on Automatically Detecting AI-Generated Source Code: How Far Are We?""",2025,Mikhail Evtikhiev,10.32388/pn9k1l,https://doi.org/10.32388/pn9k1l,peer-review,Crossref,human oversight AI generated code review
4,"Review of: ""An Empirical Study on Automatically Detecting AI-Generated Source Code: How Far Are We?""",2025,Lamia Berriche,10.32388/zea7j0,https://doi.org/10.32388/zea7j0,peer-review,Crossref,human oversight AI generated code review
4,"Review of: ""An Empirical Study on Automatically Detecting AI-Generated Source Code: How Far Are We?""",2025,Lior Shamir,10.32388/3b31ww,https://doi.org/10.32388/3b31ww,peer-review,Crossref,human oversight AI generated code review
4,Software Engineering by and for Humans in an AI Era,2025,Silvia Abrahão; John Grundy; Mauro Pezzè; Margaret‐Anne Storey; Damian A. Tamburri,https://doi.org/10.1145/3715111,https://doi.org/10.1145/3715111,article,OpenAlex,AI agent execution provenance evidence tracing
4,Strategic Environmental R&amp;D Cooperation Under Managerial Delegation Contracts: Sales Delegation Versus Environmental Delegation,2025,Dongdong Li; Xinyue Fu; Zhaoxin Qi,10.1111/ajes.70004,https://doi.org/10.1111/ajes.70004,journal-article,Crossref,software delegation contracts coding agents
4,Streamlining Configuration Management: Accelerating Deployment and Reducing Development Effort in Scalable Systems,2025,Sandeep Keshetti; Saurabh Solanki,10.63345/ijrmeet.org.v13.i3.10,https://www.semanticscholar.org/paper/327b0bd3632f59a791f6c3244f6f88e5abd4710c,JournalArticle,Semantic Scholar,AI model configuration management baseline revalidation
4,"The Architecture of Alignment: Structured Frameworks for High-Performance Human-AI Systems Cognitive Evidence on How Context, Objectives, and Constraints Drive Strategic Execution and AI Reliability",2025,Bryan Cassady,10.2139/ssrn.5988934,https://doi.org/10.2139/ssrn.5988934,posted-content,Crossref,AI agent execution provenance evidence tracing
4,The Development and Functionality of Eli5a: An Autonomous Superintelligent AI Agent for Simplifying Scientific Research for the General Public,2025,Eli5a Tech Team; Ahmed S. Sultan,10.62891/1a85f48e,https://doi.org/10.62891/1a85f48e,posted-content,Crossref,assurance case autonomous AI agent
4,The impact of intent-based networking on network configuration management and security,2025,Adeola Adewa; Vincent Anyah; Omoniyi David Olufemi; Adedeji Ojo Oladejo; Toluwanimi Olaifa,10.30574/gjeta.2025.22.1.0012,https://www.semanticscholar.org/paper/ac0d2800549af6179fee3d10930f3ba85c89abde,JournalArticle,Semantic Scholar,AI model configuration management baseline revalidation
4,A Dynamic Optimization Approach to Delegation with an Application to Volunteer Contracts,2024,Rene Saran,10.2139/ssrn.4703145,https://doi.org/10.2139/ssrn.4703145,posted-content,Crossref,software delegation contracts coding agents
4,A Dynamic Optimization Approach to Delegation with an Application to Volunteer Contracts,2024,Rene Saran,10.2139/ssrn.4912403,https://doi.org/10.2139/ssrn.4912403,posted-content,Crossref,software delegation contracts coding agents
4,A Multi-AI Agent System for Autonomous Optimization of Agentic AI Solutions via Iterative Refinement and LLM-Driven Feedback Loops,2024,K. Yuksel; H. Sawaf,10.48550/arXiv.2412.17149,https://www.semanticscholar.org/paper/417b37838b58d0cf790cd572605662559d5c1dc6,JournalArticle,Semantic Scholar,assurance case autonomous AI agent
4,An evidence-based methodology for human rights impact assessment (HRIA) in the development of AI data-intensive systems,2024,Alessandro Mantelero; Maria Samantha Esposito,https://doi.org/10.1016/j.clsr.2021.105561,http://arxiv.org/abs/2407.20951,preprint,OpenAlex,separation of duties AI engineering agents
4,Becoming an Evaluator,2024,Paul Gruba,10.1007/978-3-031-68926-0_2,https://doi.org/10.1007/978-3-031-68926-0_2,book-chapter,Crossref,generator evaluator collusion language model
4,Benchmarking Generation and Evaluation Capabilities of Large Language Models for Instruction Controllable Summarization,2024,Yixin Liu; Alexander R. Fabbri; Jiawen Chen; Yilun Zhao; Simeng Han; Shafiq Joty; Pengfei Liu; Dragomir Radev,https://doi.org/10.18653/v1/2024.findings-naacl.280,https://doi.org/10.18653/v1/2024.findings-naacl.280,conference-paper,OpenAlex,generator evaluator collusion language model
4,Developing an Ontology for AI Act Fundamental Rights Impact Assessments,2024,Harshvardhan J. Pandit; Tytti Rintamäki,10.31219/osf.io/tm74p_v1,https://doi.org/10.31219/osf.io/tm74p_v1,posted-content,Crossref,operational ontology decision rights AI agents
4,Developing an Ontology for AI Act Fundamental Rights Impact Assessments,2024,Harshvardhan J. Pandit; Tytti Rintamäki,10.31219/osf.io/tm74p,https://doi.org/10.31219/osf.io/tm74p,posted-content,Crossref,operational ontology decision rights AI agents
4,Explainable AI In Software Engineering: Enhancing Developer-AI Collaboration,2024,; Jyoti Kunal Shah,10.37547/tajet/volume06issue07-11,https://doi.org/10.37547/tajet/volume06issue07-11,journal-article,Crossref,AI-assisted software assurance independent review
4,Extended TAM based acceptance of AI-Powered ChatGPT for supporting metacognitive self-regulated learning in education: A mixed-methods study,2024,Nisar Ahmed Dahri; Noraffandy Yahaya; Waleed Mugahed Al-Rahmi; Ahmed Aldraiweesh; Uthman Alturki; Sultan Almutairy; Anna Shutaleva; Rahim Bux Soomro,https://doi.org/10.1016/j.heliyon.2024.e29317,https://doi.org/10.1016/j.heliyon.2024.e29317,article,OpenAlex,evidence self-authorship AI agent
4,Generative AI for Low-Level NETCONF Configuration in Network Management Based on YANG Models,2024,G. Hollósi; Dániel Ficzere; Pál Varga,10.23919/CNSM62983.2024.10814410,https://www.semanticscholar.org/paper/ec2a4699fc8b3d053269b8a0e17f3f7467891b28,JournalArticle;Conference,Semantic Scholar,AI model configuration management baseline revalidation
4,Human-centred learning analytics and AI in education: A systematic literature review,2024,Riordan Alfredo; Vanessa Echeverría; Yueqiao Jin; Lixiang Yan; Zachari Swiecki; Dragan Gašević; Roberto Martínez‐Maldonado,https://doi.org/10.1016/j.caeai.2024.100215,https://doi.org/10.1016/j.caeai.2024.100215,review,OpenAlex,AI-assisted software assurance independent review
4,"Identity Diversification and Homogenization: Evidence from Frequent Estimates of Similarity of Self-Authored, Self-Descriptive Text",2024,Danial Vahabli; Jason Jeffrey Jones,10.31235/osf.io/qe7k5_v1,https://doi.org/10.31235/osf.io/qe7k5_v1,posted-content,Crossref,actor authored evidence acceptance gate
4,"Identity Diversification and Homogenization: Evidence from Frequent Estimates of Similarity of Self-Authored, Self-Descriptive Text",2024,Danial Vahabli; Jason Jeffrey Jones,10.31235/osf.io/qe7k5,https://doi.org/10.31235/osf.io/qe7k5,posted-content,Crossref,actor authored evidence acceptance gate
4,Improving Steering and Verification in AI-Assisted Data Analysis with Interactive Task Decomposition,2024,Majeed Kazemitabaar; Jack M. Williams; Ian Drosos; Tovi Grossman; Austin Z. Henley; Carina Negreanu; Advait Sarkar,https://doi.org/10.1145/3654777.3676345,https://doi.org/10.1145/3654777.3676345,conference-paper,OpenAlex,AI agent execution provenance evidence tracing
4,In search of artificial intelligence (AI) literacy in teacher education: A scoping review,2024,Katarina Sperling; Carl-Johan Stenberg; Cormac McGrath; Anna Åkerfeldt; Fredrik Heintz; Linnéa Stenliden,https://doi.org/10.1016/j.caeo.2024.100169,https://doi.org/10.1016/j.caeo.2024.100169,article,OpenAlex,evidence self-authorship AI agent
4,Landscape of AI Safety Concerns - A Methodology to Support Safety Assurance for AI-Based Autonomous Systems,2024,Ronald Schnitzer; Lennart Kilian; Simon Roessner; Konstantinos Theodorou; Sonja Zillner,10.1109/ICSRS63046.2024.10927556,https://www.semanticscholar.org/paper/0992c292c7d8ce88f66f3d7c306fd7289230e293,JournalArticle;Conference,Semantic Scholar,assurance case autonomous AI agent
4,"Large Language Model as an Assignment Evaluator: Insights, Feedback, and Challenges in a 1000+ Student Course",2024,Cheng-Han Chiang; Wei-Chih Chen; Chun-Yi Kuan; Chienchou Yang; Hung-yi Lee,10.18653/v1/2024.emnlp-main.146,https://doi.org/10.18653/v1/2024.emnlp-main.146,proceedings-article,Crossref,generator evaluator collusion language model
4,"Modelling Generative <scp>AI</scp> Acceptance, Perceived Teachers' Enthusiasm and Self‐Efficacy to English as a Foreign Language Learners' Well‐Being in the Digital Era",2024,Fangwei Huang; Yongliang Wang; Haijing Zhang,https://doi.org/10.1111/ejed.12770,https://doi.org/10.1111/ejed.12770,article,OpenAlex,evidence self-authorship AI agent
4,Monitor and Acceptance among Couples in Romantic Relationships: Actor-Partner Interdependence Models Based on the Monitor and Acceptance Theory,2024,Xue Wen; Yuyang Zhou; Jiaxuan Du; Xiaoyan Liu; Wei Xu,10.32604/ijmhp.2024.053095,https://doi.org/10.32604/ijmhp.2024.053095,journal-article,Crossref,actor authored evidence acceptance gate
4,Practical guidance for human-machine teaming assurance of AI-enabled systems,2024,Glenn Lematta; Patricia L. McDermott; Cindy Dominguez,10.1117/12.3013931,https://doi.org/10.1117/12.3013931,proceedings-article,Crossref,continuous assurance AI systems revalidation
4,S-Evaluator: Enhance Factual Consistency Evaluator with Adversarial Data Synthesized by Large Language Model,2024,Junnan Liu; Wenlong Du; Qingquan Li; Xuewei Wang; Zhongjun Zhou; Jin Liu,10.1109/icassp48485.2024.10448276,https://doi.org/10.1109/icassp48485.2024.10448276,proceedings-article,Crossref,generator evaluator collusion language model
4,Systematic Evaluation of AI-Generated Python Code: A Comparative Study across Progressive Programming Tasks,2024,Yang Qianyi,10.21203/rs.3.rs-4955982/v1,https://doi.org/10.21203/rs.3.rs-4955982/v1,posted-content,Crossref,human oversight AI generated code review
4,The GSAF Solver and Verifier,2024,Alexander Gressler; Wolfgang Dvořák; Stefan Woltran,10.3233/faia240336,https://doi.org/10.3233/faia240336,book-chapter,Crossref,solver verifier independence AI
4,"The IDEAL framework for surgical robotics: development, comparative evaluation and long-term monitoring",2024,Hani J. Marcus; Pedro T. Ramírez; Danyal Z. Khan; Hugo Layard Horsfall; John Hanrahan; Simon C. Williams; David Beard; Rani Akhil Bhat,https://doi.org/10.1038/s41591-023-02732-7,https://doi.org/10.1038/s41591-023-02732-7,article,OpenAlex,continuous assurance AI systems revalidation
4,Toward a safe MLOps process for the continuous development and safety assurance of ML-based systems in the railway domain,2024,Marc Zeller; Thomas Waschulzik; Reiner Schmid; Claus Bahlmann,10.1007/s43681-023-00392-4,https://doi.org/10.1007/s43681-023-00392-4,journal-article,Crossref,continuous assurance AI systems revalidation
4,"TrinityAI: towards trustworthy, resilient, and interpretable AI for high-assurance applications",2024,Susmit Jha,10.1117/12.3032623,https://doi.org/10.1117/12.3032623,proceedings-article,Crossref,continuous assurance AI systems revalidation
4,"Trustworthy Distributed AI Systems: Robustness, Privacy, and Governance",2024,Wenqi Wei; Ling Liu,https://doi.org/10.1145/3645102,https://doi.org/10.1145/3645102,article,OpenAlex,AI agent runtime governance policy actions
4,A Review of Trustworthy and Explainable Artificial Intelligence (XAI),2023,Vinay Chamola; Vikas Hassija; A. Razia Sulthana; Debshishu Ghosh; Divyansh Dhingra; Biplab Sikdar,https://doi.org/10.1109/access.2023.3294569,https://doi.org/10.1109/access.2023.3294569,article,OpenAlex,AI-assisted software assurance independent review
4,"A critical evaluation, challenges, and future perspectives of using artificial intelligence and emerging technologies in smart classrooms",2023,Elenı Dimitriadou; Andreas Lanitis,https://doi.org/10.1186/s40561-023-00231-3,https://doi.org/10.1186/s40561-023-00231-3,article,OpenAlex,separation of duties AI engineering agents
4,A principles-based ethics assurance argument pattern for AI and autonomous systems,2023,Zoë Porter; Ibrahim Habli; John McDermid; Marten H. L. Kaas,https://doi.org/10.1007/s43681-023-00297-2,https://doi.org/10.1007/s43681-023-00297-2,article,OpenAlex,assurance case autonomous AI agent
4,AI Living Lab: Quality Assurance for AI-based Health systems,2023,Valentina Lenarduzzi; Minna Isomursu,10.1109/cain58948.2023.00018,https://doi.org/10.1109/cain58948.2023.00018,proceedings-article,Crossref,AI-assisted software assurance independent review
4,"AI-powered blockchain technology in industry 4.0, a review",2023,Mohsen Soori; Roza Dastres; Behrooz Arezoo,https://doi.org/10.1016/j.ject.2024.01.001,https://doi.org/10.1016/j.ject.2024.01.001,article,OpenAlex,AI agent execution provenance evidence tracing
4,Agent Decision-Maker,2023,,10.1017/9781108755023.003,https://doi.org/10.1017/9781108755023.003,book-chapter,Crossref,assurance case autonomous AI agent
4,Application of AI Identification Method and Technology to Boron Isotope Geochemical Process and Provenance Tracing of Water Pollution in River Basins,2023,Gang Hou; Hui Yan; Zhengzheng Yu,10.3390/su15075942,https://doi.org/10.3390/su15075942,journal-article,Crossref,AI agent execution provenance evidence tracing
4,Autonomous AI Agents for Cloud Infrastructure Engineering and Optimization,2023,,10.52783/jisem.v8i1.16,https://doi.org/10.52783/jisem.v8i1.16,journal-article,Crossref,separation of duties AI engineering agents
4,"ChatGPT Utility in Healthcare Education, Research, and Practice: Systematic Review on the Promising Perspectives and Valid Concerns",2023,Malik Sallam,https://doi.org/10.3390/healthcare11060887,https://doi.org/10.3390/healthcare11060887,review,OpenAlex,evidence self-authorship AI agent
4,ChatGPT and Open-AI Models: A Preliminary Review,2023,Konstantinos I. Roumeliotis; Nikolaos D. Tselikas,https://doi.org/10.3390/fi15060192,https://doi.org/10.3390/fi15060192,article,OpenAlex,AI coding agent reviewability acceptance evidence
4,Coordination-aware assurance for end-to-end machine learning systems: the R3E approach,2023,Hong-Linh Truong,10.1016/b978-0-32-391919-7.00024-x,https://doi.org/10.1016/b978-0-32-391919-7.00024-x,book-chapter,Crossref,continuous assurance AI systems revalidation
